Unit Cell Height,Base Length ,Side Length,Structure Height,Structure Length,Material,Young's Modulus,Density,Poisson's Ratio,Boundary Conditions,Frequency #,Hexagonal Eigenfrequency (Hz),Auxetic Eigenfrequency 
34.64,30.00,20.00,178.20,292.84,Nitinol,8.3E+10,6450,0.33,FNF,1,285.36,209.94
34.64,30.00,20.00,178.20,292.84,Nitinol,8.3E+10,6450,0.33,FNF,2,416.29,459.75
34.64,30.00,20.00,178.20,292.84,Nitinol,8.3E+10,6450,0.33,FNF,3,417.62,568.27
34.64,30.00,20.00,178.20,292.84,Nitinol,8.3E+10,6450,0.33,FNF,4,561.79,570.50
34.64,30.00,20.00,178.20,292.84,Nitinol,8.3E+10,6450,0.33,FNF,5,570.12,617.06
34.64,30.00,20.00,178.20,292.84,Nitinol,8.3E+10,6450,0.33,FNF,6,636.15,742.40
34.64,30.00,20.00,178.20,292.84,Nitinol,8.3E+10,6450,0.33,FNF,7,656.57,756.50
34.64,30.00,20.00,178.20,292.84,Nitinol,8.3E+10,6450,0.33,FNF,8,735.53,762.43
34.64,30.00,20.00,178.20,292.84,Nitinol,8.3E+10,6450,0.33,FNF,9,778.24,801.66
34.64,30.00,20.00,178.20,292.84,Nitinol,8.3E+10,6450,0.33,FNF,10,790.82,847.40
34.64,30.00,20.00,178.20,292.84,Nitinol,8.3E+10,6450,0.33,NNF,1,64.029,81.560
34.64,30.00,20.00,178.20,292.84,Nitinol,8.3E+10,6450,0.33,NNF,2,66.585,83.645
34.64,30.00,20.00,178.20,292.84,Nitinol,8.3E+10,6450,0.33,NNF,3,121.09,86.270
34.64,30.00,20.00,178.20,292.84,Nitinol,8.3E+10,6450,0.33,NNF,4,211.80,269.61
34.64,30.00,20.00,178.20,292.84,Nitinol,8.3E+10,6450,0.33,NNF,5,303.25,371.92
34.64,30.00,20.00,178.20,292.84,Nitinol,8.3E+10,6450,0.33,NNF,6,321.06,379.47
34.64,30.00,20.00,178.20,292.84,Nitinol,8.3E+10,6450,0.33,NNF,7,330.88,438.88
34.64,30.00,20.00,178.20,292.84,Nitinol,8.3E+10,6450,0.33,NNF,8,359.70,454.25
34.64,30.00,20.00,178.20,292.84,Nitinol,8.3E+10,6450,0.33,NNF,9,406.49,521.31
34.64,30.00,20.00,178.20,292.84,Nitinol,8.3E+10,6450,0.33,NNF,10,442.46,523.89
34.64,30.00,20.00,178.20,292.84,Nitinol,8.3E+10,6450,0.33,NNN,1,57.406,82.340
34.64,30.00,20.00,178.20,292.84,Nitinol,8.3E+10,6450,0.33,NNN,2,145.57,201.30
34.64,30.00,20.00,178.20,292.84,Nitinol,8.3E+10,6450,0.33,NNN,3,238.00,212.42
34.64,30.00,20.00,178.20,292.84,Nitinol,8.3E+10,6450,0.33,NNN,4,255.43,298.66
34.64,30.00,20.00,178.20,292.84,Nitinol,8.3E+10,6450,0.33,NNN,5,262.74,305.20
34.64,30.00,20.00,178.20,292.84,Nitinol,8.3E+10,6450,0.33,NNN,6,288.30,336.21
34.64,30.00,20.00,178.20,292.84,Nitinol,8.3E+10,6450,0.33,NNN,7,331.70,434.13
34.64,30.00,20.00,178.20,292.84,Nitinol,8.3E+10,6450,0.33,NNN,8,398.00,469.93
34.64,30.00,20.00,178.20,292.84,Nitinol,8.3E+10,6450,0.33,NNN,9,407.30,526.82
34.64,30.00,20.00,178.20,292.84,Nitinol,8.3E+10,6450,0.33,NNN,10,444.10,534.10
34.64,30.00,20.00,178.20,292.84,Polyethylene,1.5E+9,970,0.47,FNF,1,104.61,75.706
34.64,30.00,20.00,178.20,292.84,Polyethylene,1.5E+9,970,0.47,FNF,2,142.23,165.56
34.64,30.00,20.00,178.20,292.84,Polyethylene,1.5E+9,970,0.47,FNF,3,142.80,195.61
34.64,30.00,20.00,178.20,292.84,Polyethylene,1.5E+9,970,0.47,FNF,4,205.74,204.81
34.64,30.00,20.00,178.20,292.84,Polyethylene,1.5E+9,970,0.47,FNF,5,208.90,212.42
34.64,30.00,20.00,178.20,292.84,Polyethylene,1.5E+9,970,0.47,FNF,6,227.71,268.29
34.64,30.00,20.00,178.20,292.84,Polyethylene,1.5E+9,970,0.47,FNF,7,233.37,271.40
34.64,30.00,20.00,178.20,292.84,Polyethylene,1.5E+9,970,0.47,FNF,8,270.37,273.98
34.64,30.00,20.00,178.20,292.84,Polyethylene,1.5E+9,970,0.47,FNF,9,283.46,277.79
34.64,30.00,20.00,178.20,292.84,Polyethylene,1.5E+9,970,0.47,FNF,10,287.09,307.29
34.64,30.00,20.00,178.20,292.84,Polyethylene,1.5E+9,970,0.47,NNF,1,22.135,27.563
34.64,30.00,20.00,178.20,292.84,Polyethylene,1.5E+9,970,0.47,NNF,2,22.713,29.510
34.64,30.00,20.00,178.20,292.84,Polyethylene,1.5E+9,970,0.47,NNF,3,44.417,30.236
34.64,30.00,20.00,178.20,292.84,Polyethylene,1.5E+9,970,0.47,NNF,4,72.652,97.330
34.64,30.00,20.00,178.20,292.84,Polyethylene,1.5E+9,970,0.47,NNF,5,103.10,127.53
34.64,30.00,20.00,178.20,292.84,Polyethylene,1.5E+9,970,0.47,NNF,6,118.59,137.55
34.64,30.00,20.00,178.20,292.84,Polyethylene,1.5E+9,970,0.47,NNF,7,121.67,149.61
34.64,30.00,20.00,178.20,292.84,Polyethylene,1.5E+9,970,0.47,NNF,8,123.21,164.74
34.64,30.00,20.00,178.20,292.84,Polyethylene,1.5E+9,970,0.47,NNF,9,149.59,187.76
34.64,30.00,20.00,178.20,292.84,Polyethylene,1.5E+9,970,0.47,NNF,10,163.02,189.81
34.64,30.00,20.00,178.20,292.84,Polyethylene,1.5E+9,970,0.47,NNN,1,19.342,27.628
34.64,30.00,20.00,178.20,292.84,Polyethylene,1.5E+9,970,0.47,NNN,2,49.747,71.723
34.64,30.00,20.00,178.20,292.84,Polyethylene,1.5E+9,970,0.47,NNN,3,80.591,72.775
34.64,30.00,20.00,178.20,292.84,Polyethylene,1.5E+9,970,0.47,NNN,4,90.365,102.90
34.64,30.00,20.00,178.20,292.84,Polyethylene,1.5E+9,970,0.47,NNN,5,93.675,107.89
34.64,30.00,20.00,178.20,292.84,Polyethylene,1.5E+9,970,0.47,NNN,6,105.49,121.33
34.64,30.00,20.00,178.20,292.84,Polyethylene,1.5E+9,970,0.47,NNN,7,113.83,156.55
34.64,30.00,20.00,178.20,292.84,Polyethylene,1.5E+9,970,0.47,NNN,8,147.17,170.17
34.64,30.00,20.00,178.20,292.84,Polyethylene,1.5E+9,970,0.47,NNN,9,148.61,182.62
34.64,30.00,20.00,178.20,292.84,Polyethylene,1.5E+9,970,0.47,NNN,10,162.72,189.67
34.64,30.00,20.00,178.20,292.84,Acrylic Glass,3.3E+9,1200,0.40,FNF,1,134.64,98.605
34.64,30.00,20.00,178.20,292.84,Acrylic Glass,3.3E+9,1200,0.40,FNF,2,190.64,215.82
34.64,30.00,20.00,178.20,292.84,Acrylic Glass,3.3E+9,1200,0.40,FNF,3,191.35,261.98
34.64,30.00,20.00,178.20,292.84,Acrylic Glass,3.3E+9,1200,0.40,FNF,4,265.01,266.89
34.64,30.00,20.00,178.20,292.84,Acrylic Glass,3.3E+9,1200,0.40,FNF,5,268.98,283.98
34.64,30.00,20.00,178.20,292.84,Acrylic Glass,3.3E+9,1200,0.40,FNF,6,300.27,349.07
34.64,30.00,20.00,178.20,292.84,Acrylic Glass,3.3E+9,1200,0.40,FNF,7,303.42,354.66
34.64,30.00,20.00,178.20,292.84,Acrylic Glass,3.3E+9,1200,0.40,FNF,8,347.42,357.65
34.64,30.00,20.00,178.20,292.84,Acrylic Glass,3.3E+9,1200,0.40,FNF,9,366.42,370.26
34.64,30.00,20.00,178.20,292.84,Acrylic Glass,3.3E+9,1200,0.40,FNF,10,371.90,398.96
34.64,30.00,20.00,178.20,292.84,Acrylic Glass,3.3E+9,1200,0.40,NNF,1,29.528,37.144
34.64,30.00,20.00,178.20,292.84,Acrylic Glass,3.3E+9,1200,0.40,NNF,2,30.458,39.324
34.64,30.00,20.00,178.20,292.84,Acrylic Glass,3.3E+9,1200,0.40,NNF,3,57.140,39.560
34.64,30.00,20.00,178.20,292.84,Acrylic Glass,3.3E+9,1200,0.40,NNF,4,97.225,126.69
34.64,30.00,20.00,178.20,292.84,Acrylic Glass,3.3E+9,1200,0.40,NNF,5,138.43,170.78
34.64,30.00,20.00,178.20,292.84,Acrylic Glass,3.3E+9,1200,0.40,NNF,6,151.89,178.65
34.64,30.00,20.00,178.20,292.84,Acrylic Glass,3.3E+9,1200,0.40,NNF,7,156.30,200.86
34.64,30.00,20.00,178.20,292.84,Acrylic Glass,3.3E+9,1200,0.40,NNF,8,164.98,213.89
34.64,30.00,20.00,178.20,292.84,Acrylic Glass,3.3E+9,1200,0.40,NNF,9,192.04,244.75
34.64,30.00,20.00,178.20,292.84,Acrylic Glass,3.3E+9,1200,0.40,NNF,10,209.12,246.57
34.64,30.00,20.00,178.20,292.84,Acrylic Glass,3.3E+9,1200,0.40,NNN,1,26.071,37.355
34.64,30.00,20.00,178.20,292.84,Acrylic Glass,3.3E+9,1200,0.40,NNN,2,66.650,94.641
34.64,30.00,20.00,178.20,292.84,Acrylic Glass,3.3E+9,1200,0.40,NNN,3,108.36,96.693
34.64,30.00,20.00,178.20,292.84,Acrylic Glass,3.3E+9,1200,0.40,NNN,4,120.52,138.79
34.64,30.00,20.00,178.20,292.84,Acrylic Glass,3.3E+9,1200,0.40,NNN,5,120.82,140.37
34.64,30.00,20.00,178.20,292.84,Acrylic Glass,3.3E+9,1200,0.40,NNN,6,135.92,157.97
34.64,30.00,20.00,178.20,292.84,Acrylic Glass,3.3E+9,1200,0.40,NNN,7,152.31,203.91
34.64,30.00,20.00,178.20,292.84,Acrylic Glass,3.3E+9,1200,0.40,NNN,8,188.35,221.15
34.64,30.00,20.00,178.20,292.84,Acrylic Glass,3.3E+9,1200,0.40,NNN,9,191.83,244.91
34.64,30.00,20.00,178.20,292.84,Acrylic Glass,3.3E+9,1200,0.40,NNN,10,209.49,247.31
34.64,30.00,20.00,178.20,292.84,CoCrMo,2.4E+11,8900,0.31,FNF,1,411.19,302.78
34.64,30.00,20.00,178.20,292.84,CoCrMo,2.4E+11,8900,0.31,FNF,2,604.46,663.15
34.64,30.00,20.00,178.20,292.84,CoCrMo,2.4E+11,8900,0.31,FNF,3,606.30,819.59
34.64,30.00,20.00,178.20,292.84,CoCrMo,2.4E+11,8900,0.31,FNF,4,809.55,827.64
34.64,30.00,20.00,178.20,292.84,CoCrMo,2.4E+11,8900,0.31,FNF,5,821.51,894.59
34.64,30.00,20.00,178.20,292.84,CoCrMo,2.4E+11,8900,0.31,FNF,6,916.59,1070.4
34.64,30.00,20.00,178.20,292.84,CoCrMo,2.4E+11,8900,0.31,FNF,7,950.65,1091.5
34.64,30.00,20.00,178.20,292.84,CoCrMo,2.4E+11,8900,0.31,FNF,8,1059.6,1099.9
34.64,30.00,20.00,178.20,292.84,CoCrMo,2.4E+11,8900,0.31,FNF,9,1121.9,1161.0
34.64,30.00,20.00,178.20,292.84,CoCrMo,2.4E+11,8900,0.31,FNF,10,1140.4,1221.5
34.64,30.00,20.00,178.20,292.84,CoCrMo,2.4E+11,8900,0.31,NNF,1,92.769,118.63
34.64,30.00,20.00,178.20,292.84,CoCrMo,2.4E+11,8900,0.31,NNF,2,96.721,120.61
34.64,30.00,20.00,178.20,292.84,CoCrMo,2.4E+11,8900,0.31,NNF,3,174.48,125.21
34.64,30.00,20.00,178.20,292.84,CoCrMo,2.4E+11,8900,0.31,NNF,4,307.32,388.80
34.64,30.00,20.00,178.20,292.84,CoCrMo,2.4E+11,8900,0.31,NNF,5,440.78,539.57
34.64,30.00,20.00,178.20,292.84,CoCrMo,2.4E+11,8900,0.31,NNF,6,462.36,546.99
34.64,30.00,20.00,178.20,292.84,CoCrMo,2.4E+11,8900,0.31,NNF,7,476.65,637.38
34.64,30.00,20.00,178.20,292.84,CoCrMo,2.4E+11,8900,0.31,NNF,8,522.05,654.77
34.64,30.00,20.00,178.20,292.84,CoCrMo,2.4E+11,8900,0.31,NNF,9,585.57,751.92
34.64,30.00,20.00,178.20,292.84,CoCrMo,2.4E+11,8900,0.31,NNF,10,637.34,755.22
34.64,30.00,20.00,178.20,292.84,CoCrMo,2.4E+11,8900,0.31,NNN,1,83.572,119.90
34.64,30.00,20.00,178.20,292.84,CoCrMo,2.4E+11,8900,0.31,NNN,2,211.38,290.26
34.64,30.00,20.00,178.20,292.84,CoCrMo,2.4E+11,8900,0.31,NNN,3,346.24,309.00
34.64,30.00,20.00,178.20,292.84,CoCrMo,2.4E+11,8900,0.31,NNN,4,368.06,430.67
34.64,30.00,20.00,178.20,292.84,CoCrMo,2.4E+11,8900,0.31,NNN,5,381.00,444.11
34.64,30.00,20.00,178.20,292.84,CoCrMo,2.4E+11,8900,0.31,NNN,6,415.50,484.86
34.64,30.00,20.00,178.20,292.84,CoCrMo,2.4E+11,8900,0.31,NNN,7,481.24,626.12
34.64,30.00,20.00,178.20,292.84,CoCrMo,2.4E+11,8900,0.31,NNN,8,573.14,677.43
34.64,30.00,20.00,178.20,292.84,CoCrMo,2.4E+11,8900,0.31,NNN,9,587.15,759.88
34.64,30.00,20.00,178.20,292.84,CoCrMo,2.4E+11,8900,0.31,NNN,10,639.95,775.14
34.64,30.00,20.00,178.20,292.84,AlSi10Mg,"7,00E+10",2630,0.35,FNF,1,74.27884960520092,55.662689343640736
34.64,30.00,20.00,178.20,292.84,AlSi10Mg,"7,00E+10",2630,0.35,FNF,2,222.64374119766296,123.08865571646935
34.64,30.00,20.00,178.20,292.84,AlSi10Mg,"7,00E+10",2630,0.35,FNF,3,276.8695195515056,225.24862377884938
34.64,30.00,20.00,178.20,292.84,AlSi10Mg,"7,00E+10",2630,0.35,FNF,4,330.6369293770771,265.7275187791233
34.64,30.00,20.00,178.20,292.84,AlSi10Mg,"7,00E+10",2630,0.35,FNF,5,505.5321701231315,285.21469265770247
34.64,30.00,20.00,178.20,292.84,AlSi10Mg,"7,00E+10",2630,0.35,FNF,6,520.2245809140235,396.1149226910453
34.64,30.00,20.00,178.20,292.84,AlSi10Mg,"7,00E+10",2630,0.35,FNF,7,539.4653611536861,469.6920498441349
34.64,30.00,20.00,178.20,292.84,AlSi10Mg,"7,00E+10",2630,0.35,FNF,8,672.3451482038226,528.9778256613253
34.64,30.00,20.00,178.20,292.84,AlSi10Mg,"7,00E+10",2630,0.35,FNF,9,702.0071783123653,636.0729764119925
34.64,30.00,20.00,178.20,292.84,AlSi10Mg,"7,00E+10",2630,0.35,FNF,10,755.1234654592873,704.361708390408
34.64,30.00,20.00,178.20,292.84,AlSi10Mg,"7,00E+10",2630,0.35,NNF,1,58.72159778373233,20.294627581436366
34.64,30.00,20.00,178.20,292.84,AlSi10Mg,"7,00E+10",2630,0.35,NNF,2,71.09445527826718,21.93244920532658
34.64,30.00,20.00,178.20,292.84,AlSi10Mg,"7,00E+10",2630,0.35,NNF,3,173.11972078180546,70.70348911827581
34.64,30.00,20.00,178.20,292.84,AlSi10Mg,"7,00E+10",2630,0.35,NNF,4,246.8333610996632,128.474125478261
34.64,30.00,20.00,178.20,292.84,AlSi10Mg,"7,00E+10",2630,0.35,NNF,5,316.67562964900077,132.52541579536532
34.64,30.00,20.00,178.20,292.84,AlSi10Mg,"7,00E+10",2630,0.35,NNF,6,415.658024584311,310.86257825312924
34.64,30.00,20.00,178.20,292.84,AlSi10Mg,"7,00E+10",2630,0.35,NNF,7,464.31505050877064,314.64182374142194
34.64,30.00,20.00,178.20,292.84,AlSi10Mg,"7,00E+10",2630,0.35,NNF,8,473.5936391416672,357.80183119093346
34.64,30.00,20.00,178.20,292.84,AlSi10Mg,"7,00E+10",2630,0.35,NNF,9,582.6071461133754,469.25796838394444
34.64,30.00,20.00,178.20,292.84,AlSi10Mg,"7,00E+10",2630,0.35,NNF,10,632.9644820056022,516.5970300880498
34.64,30.00,20.00,178.20,292.84,AlSi10Mg,"7,00E+10",2630,0.35,NNN,1,82.11324350740715,117.74877655459485
34.64,30.00,20.00,178.20,292.84,AlSi10Mg,"7,00E+10",2630,0.35,NNN,2,208.7256746785274,290.7499935206741
34.64,30.00,20.00,178.20,292.84,AlSi10Mg,"7,00E+10",2630,0.35,NNN,3,340.68096783310773,304.0651679750394
34.64,30.00,20.00,178.20,292.84,AlSi10Mg,"7,00E+10",2630,0.35,NNN,4,369.2189503837644,431.3370084576285
34.64,30.00,20.00,178.20,292.84,AlSi10Mg,"7,00E+10",2630,0.35,NNN,5,377.24677872574694,436.73912872597555
34.64,30.00,20.00,178.20,292.84,AlSi10Mg,"7,00E+10",2630,0.35,NNN,6,416.6503888934424,485.537061755991
34.64,30.00,20.00,178.20,292.84,AlSi10Mg,"7,00E+10",2630,0.35,NNN,7,476.0393630218846,626.9006600412971
34.64,30.00,20.00,178.20,292.84,AlSi10Mg,"7,00E+10",2630,0.35,NNN,8,575.7253687835923,678.9282099917891
34.64,30.00,20.00,178.20,292.84,AlSi10Mg,"7,00E+10",2630,0.35,NNN,9,588.4915757885052,760.644932231413
34.64,30.00,20.00,178.20,292.84,AlSi10Mg,"7,00E+10",2630,0.35,NNN,10,641.9046654456871,766.2376367280247
34.64,30.00,20.00,178.20,292.84,Al_Foam,"1,00E+08",800,0.4,FNF,1,5.113386067910866,3.774624432956344
34.64,30.00,20.00,178.20,292.84,Al_Foam,"1,00E+08",800,0.4,FNF,2,15.230795389490527,8.543816114261269
34.64,30.00,20.00,178.20,292.84,Al_Foam,"1,00E+08",800,0.4,FNF,3,19.270007239062213,15.413271187917887
34.64,30.00,20.00,178.20,292.84,Al_Foam,"1,00E+08",800,0.4,FNF,4,22.615532859088667,18.427308096834903
34.64,30.00,20.00,178.20,292.84,Al_Foam,"1,00E+08",800,0.4,FNF,5,35.15333068764119,19.366457611772315
34.64,30.00,20.00,178.20,292.84,Al_Foam,"1,00E+08",800,0.4,FNF,6,35.70381995689314,27.49120779916973
34.64,30.00,20.00,178.20,292.84,Al_Foam,"1,00E+08",800,0.4,FNF,7,37.44800199146702,32.567876797501945
34.64,30.00,20.00,178.20,292.84,Al_Foam,"1,00E+08",800,0.4,FNF,8,46.754067991121616,35.95993719166262
34.64,30.00,20.00,178.20,292.84,Al_Foam,"1,00E+08",800,0.4,FNF,9,48.859815620017834,44.13393626462933
34.64,30.00,20.00,178.20,292.84,Al_Foam,"1,00E+08",800,0.4,FNF,10,51.84690896051625,48.88725212524984
34.64,30.00,20.00,178.20,292.84,Al_Foam,"1,00E+08",800,0.4,NNF,1,4.06548828485875,1.4046247789015003
34.64,30.00,20.00,178.20,292.84,Al_Foam,"1,00E+08",800,0.4,NNF,2,4.881223713893778,1.48684198686751
34.64,30.00,20.00,178.20,292.84,Al_Foam,"1,00E+08",800,0.4,NNF,3,12.045182969473133,4.791186830320566
34.64,30.00,20.00,178.20,292.84,Al_Foam,"1,00E+08",800,0.4,NNF,4,16.92631847965947,8.719194376626092
34.64,30.00,20.00,178.20,292.84,Al_Foam,"1,00E+08",800,0.4,NNF,5,21.679565250923797,9.195758870950185
34.64,30.00,20.00,178.20,292.84,Al_Foam,"1,00E+08",800,0.4,NNF,6,28.50002347555975,21.36325985050982
34.64,30.00,20.00,178.20,292.84,Al_Foam,"1,00E+08",800,0.4,NNF,7,32.32898138668717,21.56478502908669
34.64,30.00,20.00,178.20,292.84,Al_Foam,"1,00E+08",800,0.4,NNF,8,32.97178441107551,24.818080488109008
34.64,30.00,20.00,178.20,292.84,Al_Foam,"1,00E+08",800,0.4,NNF,9,40.56575456273506,31.86658721887058
34.64,30.00,20.00,178.20,292.84,Al_Foam,"1,00E+08",800,0.4,NNF,10,44.06767919110904,35.83419082608665
34.64,30.00,20.00,178.20,292.84,Al_Foam,"1,00E+08",800,0.4,NNN,1,5.558425303802023,7.964104350623086
34.64,30.00,20.00,178.20,292.84,Al_Foam,"1,00E+08",800,0.4,NNN,2,14.209814368700805,20.177595721695926
34.64,30.00,20.00,178.20,292.84,Al_Foam,"1,00E+08",800,0.4,NNN,3,23.102248828456602,20.61501153178745
34.64,30.00,20.00,178.20,292.84,Al_Foam,"1,00E+08",800,0.4,NNN,4,25.694380499429183,29.59060099202546
34.64,30.00,20.00,178.20,292.84,Al_Foam,"1,00E+08",800,0.4,NNN,5,25.759839396995503,29.927092365476273
34.64,30.00,20.00,178.20,292.84,Al_Foam,"1,00E+08",800,0.4,NNN,6,28.97799845930255,33.678652128824375
34.64,30.00,20.00,178.20,292.84,Al_Foam,"1,00E+08",800,0.4,NNN,7,32.47195917162592,43.474317132861266
34.64,30.00,20.00,178.20,292.84,Al_Foam,"1,00E+08",800,0.4,NNN,8,40.15599338169876,47.15027407680589
34.64,30.00,20.00,178.20,292.84,Al_Foam,"1,00E+08",800,0.4,NNN,9,40.89844036746987,52.21466698929932
34.64,30.00,20.00,178.20,292.84,Al_Foam,"1,00E+08",800,0.4,NNN,10,44.66354936973722,52.72734865952263
34.64,30.00,20.00,178.20,292.84,CF_High,"7,00E+11",1800,0.4,FNF,1,285.21105143227135,210.53849336177657
34.64,30.00,20.00,178.20,292.84,CF_High,"7,00E+11",1800,0.4,FNF,2,849.5331787295236,476.5512955812232
34.64,30.00,20.00,178.20,292.84,CF_High,"7,00E+11",1800,0.4,FNF,3,1074.8296514679348,859.7111924860681
34.64,30.00,20.00,178.20,292.84,CF_High,"7,00E+11",1800,0.4,FNF,4,1261.4341547686558,1027.8261393133575
34.64,30.00,20.00,178.20,292.84,CF_High,"7,00E+11",1800,0.4,FNF,5,1960.7591054530994,1080.209396076766
34.64,30.00,20.00,178.20,292.84,CF_High,"7,00E+11",1800,0.4,FNF,6,1991.463930514112,1533.3863104982065
34.64,30.00,20.00,178.20,292.84,CF_High,"7,00E+11",1800,0.4,FNF,7,2088.7497561419946,1816.5493782143672
34.64,30.00,20.00,178.20,292.84,CF_High,"7,00E+11",1800,0.4,FNF,8,2607.817317741478,2005.7494671053269
34.64,30.00,20.00,178.20,292.84,CF_High,"7,00E+11",1800,0.4,FNF,9,2725.2703084388713,2461.6733524430692
34.64,30.00,20.00,178.20,292.84,CF_High,"7,00E+11",1800,0.4,FNF,10,2891.8824153124237,2726.800644223334
34.64,30.00,20.00,178.20,292.84,CF_High,"7,00E+11",1800,0.4,NNF,1,226.7621086346371,78.3462019941553
34.64,30.00,20.00,178.20,292.84,CF_High,"7,00E+11",1800,0.4,NNF,2,272.26165497785223,82.93206047999178
34.64,30.00,20.00,178.20,292.84,CF_High,"7,00E+11",1800,0.4,NNF,3,671.84820772215,267.23961285310895
34.64,30.00,20.00,178.20,292.84,CF_High,"7,00E+11",1800,0.4,NNF,4,944.1049391273615,486.33342212715195
34.64,30.00,20.00,178.20,292.84,CF_High,"7,00E+11",1800,0.4,NNF,5,1209.2283772403584,512.914919510012
34.64,30.00,20.00,178.20,292.84,CF_High,"7,00E+11",1800,0.4,NNF,6,1589.6553606331163,1191.5857024227246
34.64,30.00,20.00,178.20,292.84,CF_High,"7,00E+11",1800,0.4,NNF,7,1803.2244275975488,1202.8262407622124
34.64,30.00,20.00,178.20,292.84,CF_High,"7,00E+11",1800,0.4,NNF,8,1839.0782677488558,1384.2863903478826
34.64,30.00,20.00,178.20,292.84,CF_High,"7,00E+11",1800,0.4,NNF,9,2262.649685549018,1777.433313815213
34.64,30.00,20.00,178.20,292.84,CF_High,"7,00E+11",1800,0.4,NNF,10,2457.977709275495,1998.7356695019928
34.64,30.00,20.00,178.20,292.84,CF_High,"7,00E+11",1800,0.4,NNN,1,310.0341547575649,444.21651755246864
34.64,30.00,20.00,178.20,292.84,CF_High,"7,00E+11",1800,0.4,NNN,2,792.585579253094,1125.452518435877
34.64,30.00,20.00,178.20,292.84,CF_High,"7,00E+11",1800,0.4,NNN,3,1288.5818757798181,1149.8504058696924
34.64,30.00,20.00,178.20,292.84,CF_High,"7,00E+11",1800,0.4,NNN,4,1433.1640715173437,1650.4848677843706
34.64,30.00,20.00,178.20,292.84,CF_High,"7,00E+11",1800,0.4,NNN,5,1436.8151948709815,1669.2534596951998
34.64,30.00,20.00,178.20,292.84,CF_High,"7,00E+11",1800,0.4,NNN,6,1616.315530276986,1878.5054658895845
34.64,30.00,20.00,178.20,292.84,CF_High,"7,00E+11",1800,0.4,NNN,7,1811.1993487789575,2424.881555002996
34.64,30.00,20.00,178.20,292.84,CF_High,"7,00E+11",1800,0.4,NNN,8,2239.79429895715,2629.9166374634938
34.64,30.00,20.00,178.20,292.84,CF_High,"7,00E+11",1800,0.4,NNN,9,2281.206012690045,2912.394977824363
34.64,30.00,20.00,178.20,292.84,CF_High,"7,00E+11",1800,0.4,NNN,10,2491.213760198879,2940.99099527433
34.64,30.00,20.00,178.20,292.84,CF_Low,"2,30E+11",1800,0.2,FNF,1,163.48625470552372,120.68308523149119
34.64,30.00,20.00,178.20,292.84,CF_Low,"2,30E+11",1800,0.2,FNF,2,486.96219141123703,273.1646843249587
34.64,30.00,20.00,178.20,292.84,CF_Low,"2,30E+11",1800,0.2,FNF,3,616.1047213084798,492.79634545810256
34.64,30.00,20.00,178.20,292.84,CF_Low,"2,30E+11",1800,0.2,FNF,4,723.0685700472754,589.1617671273572
34.64,30.00,20.00,178.20,292.84,CF_Low,"2,30E+11",1800,0.2,FNF,5,1123.9296763735952,619.1884517898703
34.64,30.00,20.00,178.20,292.84,CF_Low,"2,30E+11",1800,0.2,FNF,6,1141.530035241818,878.9546732312638
34.64,30.00,20.00,178.20,292.84,CF_Low,"2,30E+11",1800,0.2,FNF,7,1197.295389727099,1041.2670014774765
34.64,30.00,20.00,178.20,292.84,CF_Low,"2,30E+11",1800,0.2,FNF,8,1494.8308875222883,1149.7186687927633
34.64,30.00,20.00,178.20,292.84,CF_Low,"2,30E+11",1800,0.2,FNF,9,1562.1562932619772,1411.059485216927
34.64,30.00,20.00,178.20,292.84,CF_Low,"2,30E+11",1800,0.2,FNF,10,1657.6602692421054,1563.0334988768664
34.64,30.00,20.00,178.20,292.84,CF_Low,"2,30E+11",1800,0.2,NNF,1,129.98264298595745,44.90898521254273
34.64,30.00,20.00,178.20,292.84,CF_Low,"2,30E+11",1800,0.2,NNF,2,156.0635059951334,47.537650891091836
34.64,30.00,20.00,178.20,292.84,CF_Low,"2,30E+11",1800,0.2,NNF,3,385.11112175280664,153.1848286853352
34.64,30.00,20.00,178.20,292.84,CF_Low,"2,30E+11",1800,0.2,NNF,4,541.1718110335892,278.7719155311209
34.64,30.00,20.00,178.20,292.84,CF_Low,"2,30E+11",1800,0.2,NNF,5,693.143615426858,294.008738181667
34.64,30.00,20.00,178.20,292.84,CF_Low,"2,30E+11",1800,0.2,NNF,6,911.2087387845291,683.0306342722977
34.64,30.00,20.00,178.20,292.84,CF_Low,"2,30E+11",1800,0.2,NNF,7,1033.6289867570918,689.4738398630154
34.64,30.00,20.00,178.20,292.84,CF_Low,"2,30E+11",1800,0.2,NNF,8,1054.1808215075507,793.4888855136761
34.64,30.00,20.00,178.20,292.84,CF_Low,"2,30E+11",1800,0.2,NNF,9,1296.9768296150216,1018.8452240148536
34.64,30.00,20.00,178.20,292.84,CF_Low,"2,30E+11",1800,0.2,NNF,10,1408.9411003731157,1145.698280250411
34.64,30.00,20.00,178.20,292.84,CF_Low,"2,30E+11",1800,0.2,NNN,1,177.71513949793413,254.63001793718067
34.64,30.00,20.00,178.20,292.84,CF_Low,"2,30E+11",1800,0.2,NNN,2,454.3191713921898,645.1223312275348
34.64,30.00,20.00,178.20,292.84,CF_Low,"2,30E+11",1800,0.2,NNN,3,738.6299543834732,659.1074804861814
34.64,30.00,20.00,178.20,292.84,CF_Low,"2,30E+11",1800,0.2,NNN,4,821.5061326022721,946.0769130901531
