Unit Cell Height,Base Length ,Side Length,Structure Height,Structure Length,Material,Young's Modulus,Density,Poisson's Ratio,Boundary Conditions,Frequency #,Hexagonal Eigenfrequency (Hz),Auxetic Eigenfrequency 
13.00,16.00,8.50,72,162.80,Sillicon,"1,70E+11",2329,0.28,NNF,10,4310.2,6233.5
13.00,16.00,8.50,72,162.80,Sillicon,"1,70E+11",2329,0.28,NNN,1,717.81,1015.4
13.00,16.00,8.50,72,162.80,Sillicon,"1,70E+11",2329,0.28,NNN,2,1542.0,2265.5
13.00,16.00,8.50,72,162.80,Sillicon,"1,70E+11",2329,0.28,NNN,3,2478.5,2605.3
13.00,16.00,8.50,72,162.80,Sillicon,"1,70E+11",2329,0.28,NNN,4,2513.9,2682.1
13.00,16.00,8.50,72,162.80,Sillicon,"1,70E+11",2329,0.28,NNN,5,2759.1,3974.6
13.00,16.00,8.50,72,162.80,Sillicon,"1,70E+11",2329,0.28,NNN,6,2848.3,4026.9
13.00,16.00,8.50,72,162.80,Sillicon,"1,70E+11",2329,0.28,NNN,7,3431.7,4413.8
13.00,16.00,8.50,72,162.80,Sillicon,"1,70E+11",2329,0.28,NNN,8,3665.3,4766.2
13.00,16.00,8.50,72,162.80,Sillicon,"1,70E+11",2329,0.28,NNN,9,4207.1,5053.6
13.00,16.00,8.50,72,162.80,Sillicon,"1,70E+11",2329,0.28,NNN,10,4452.3,5965.8
13.00,16.00,8.50,72,162.80,Nitinol,8.3E+10,6450,0.33,FNF,1,1488.0,1202.1
13.00,16.00,8.50,72,162.80,Nitinol,8.3E+10,6450,0.33,FNF,2,1981.4,2656.1
13.00,16.00,8.50,72,162.80,Nitinol,8.3E+10,6450,0.33,FNF,3,1992.4,2698.5
13.00,16.00,8.50,72,162.80,Nitinol,8.3E+10,6450,0.33,FNF,4,2609.4,2845.7
13.00,16.00,8.50,72,162.80,Nitinol,8.3E+10,6450,0.33,FNF,5,2692.5,3163.9
13.00,16.00,8.50,72,162.80,Nitinol,8.3E+10,6450,0.33,FNF,6,2772.0,3531.8
13.00,16.00,8.50,72,162.80,Nitinol,8.3E+10,6450,0.33,FNF,7,2907.2,3789.2
13.00,16.00,8.50,72,162.80,Nitinol,8.3E+10,6450,0.33,FNF,8,2978.0,3987.7
13.00,16.00,8.50,72,162.80,Nitinol,8.3E+10,6450,0.33,FNF,9,3365.6,4043.5
13.00,16.00,8.50,72,162.80,Nitinol,8.3E+10,6450,0.33,FNF,10,3595.3,4207.9
13.00,16.00,8.50,72,162.80,Nitinol,8.3E+10,6450,0.33,NNF,1,285.87,431.58
13.00,16.00,8.50,72,162.80,Nitinol,8.3E+10,6450,0.33,NNF,2,327.80,437.79
13.00,16.00,8.50,72,162.80,Nitinol,8.3E+10,6450,0.33,NNF,3,625.25,469.14
13.00,16.00,8.50,72,162.80,Nitinol,8.3E+10,6450,0.33,NNF,4,898.72,1514.1
13.00,16.00,8.50,72,162.80,Nitinol,8.3E+10,6450,0.33,NNF,5,1327.0,1673.0
13.00,16.00,8.50,72,162.80,Nitinol,8.3E+10,6450,0.33,NNF,6,1385.8,1887.2
13.00,16.00,8.50,72,162.80,Nitinol,8.3E+10,6450,0.33,NNF,7,1477.8,2101.7
13.00,16.00,8.50,72,162.80,Nitinol,8.3E+10,6450,0.33,NNF,8,1617.3,2195.2
13.00,16.00,8.50,72,162.80,Nitinol,8.3E+10,6450,0.33,NNF,9,1671.3,2329.6
13.00,16.00,8.50,72,162.80,Nitinol,8.3E+10,6450,0.33,NNF,10,1833.9,2644.7
13.00,16.00,8.50,72,162.80,Nitinol,8.3E+10,6450,0.33,NNN,1,298.41,422.32
13.00,16.00,8.50,72,162.80,Nitinol,8.3E+10,6450,0.33,NNN,2,645.95,963.11
13.00,16.00,8.50,72,162.80,Nitinol,8.3E+10,6450,0.33,NNN,3,1051.4,1090.0
13.00,16.00,8.50,72,162.80,Nitinol,8.3E+10,6450,0.33,NNN,4,1053.5,1139.9
13.00,16.00,8.50,72,162.80,Nitinol,8.3E+10,6450,0.33,NNN,5,1173.4,1684.2
13.00,16.00,8.50,72,162.80,Nitinol,8.3E+10,6450,0.33,NNN,6,1189.0,1689.1
13.00,16.00,8.50,72,162.80,Nitinol,8.3E+10,6450,0.33,NNN,7,1435.6,1876.8
13.00,16.00,8.50,72,162.80,Nitinol,8.3E+10,6450,0.33,NNN,8,1557.8,2025.3
13.00,16.00,8.50,72,162.80,Nitinol,8.3E+10,6450,0.33,NNN,9,1792.4,2117.4
13.00,16.00,8.50,72,162.80,Nitinol,8.3E+10,6450,0.33,NNN,10,1892.3,2500.1
13.00,16.00,8.50,72,162.80,Polyethylene,1.5E+9,970,0.47,FNF,1,549.81,442.45
13.00,16.00,8.50,72,162.80,Polyethylene,1.5E+9,970,0.47,FNF,2,685.73,938.10
13.00,16.00,8.50,72,162.80,Polyethylene,1.5E+9,970,0.47,FNF,3,689.23,979.26
13.00,16.00,8.50,72,162.80,Polyethylene,1.5E+9,970,0.47,FNF,4,961.11,988.85
13.00,16.00,8.50,72,162.80,Polyethylene,1.5E+9,970,0.47,FNF,5,967.16,1174.4
13.00,16.00,8.50,72,162.80,Polyethylene,1.5E+9,970,0.47,FNF,6,999.77,1227.9
13.00,16.00,8.50,72,162.80,Polyethylene,1.5E+9,970,0.47,FNF,7,1076.0,1383.3
13.00,16.00,8.50,72,162.80,Polyethylene,1.5E+9,970,0.47,FNF,8,1106.6,1417.4
13.00,16.00,8.50,72,162.80,Polyethylene,1.5E+9,970,0.47,FNF,9,1246.2,1516.9
13.00,16.00,8.50,72,162.80,Polyethylene,1.5E+9,970,0.47,FNF,10,1336.4,1573.7
13.00,16.00,8.50,72,162.80,Polyethylene,1.5E+9,970,0.47,NNF,1,99.573,151.17
13.00,16.00,8.50,72,162.80,Polyethylene,1.5E+9,970,0.47,NNF,2,113.17,152.80
13.00,16.00,8.50,72,162.80,Polyethylene,1.5E+9,970,0.47,NNF,3,231.06,172.81
13.00,16.00,8.50,72,162.80,Polyethylene,1.5E+9,970,0.47,NNF,4,311.27,559.24
13.00,16.00,8.50,72,162.80,Polyethylene,1.5E+9,970,0.47,NNF,5,494.90,582.74
13.00,16.00,8.50,72,162.80,Polyethylene,1.5E+9,970,0.47,NNF,6,511.44,708.90
13.00,16.00,8.50,72,162.80,Polyethylene,1.5E+9,970,0.47,NNF,7,516.01,766.94
13.00,16.00,8.50,72,162.80,Polyethylene,1.5E+9,970,0.47,NNF,8,559.82,788.34
13.00,16.00,8.50,72,162.80,Polyethylene,1.5E+9,970,0.47,NNF,9,619.91,871.49
13.00,16.00,8.50,72,162.80,Polyethylene,1.5E+9,970,0.47,NNF,10,678.74,921.63
13.00,16.00,8.50,72,162.80,Polyethylene,1.5E+9,970,0.47,NNN,1,101.90,144.73
13.00,16.00,8.50,72,162.80,Polyethylene,1.5E+9,970,0.47,NNN,2,224.84,354.23
13.00,16.00,8.50,72,162.80,Polyethylene,1.5E+9,970,0.47,NNN,3,362.93,380.51
13.00,16.00,8.50,72,162.80,Polyethylene,1.5E+9,970,0.47,NNN,4,387.42,418.37
13.00,16.00,8.50,72,162.80,Polyethylene,1.5E+9,970,0.47,NNN,5,411.55,591.23
13.00,16.00,8.50,72,162.80,Polyethylene,1.5E+9,970,0.47,NNN,6,432.89,619.53
13.00,16.00,8.50,72,162.80,Polyethylene,1.5E+9,970,0.47,NNN,7,497.22,691.78
13.00,16.00,8.50,72,162.80,Polyethylene,1.5E+9,970,0.47,NNN,8,572.51,735.06
13.00,16.00,8.50,72,162.80,Polyethylene,1.5E+9,970,0.47,NNN,9,668.77,741.44
13.00,16.00,8.50,72,162.80,Polyethylene,1.5E+9,970,0.47,NNN,10,695.60,873.73
13.00,16.00,8.50,72,162.80,Acrylic Glass,3.3E+9,1200,0.40,FNF,1,704.93,568.88
13.00,16.00,8.50,72,162.80,Acrylic Glass,3.3E+9,1200,0.40,FNF,2,913.11,1244.4
13.00,16.00,8.50,72,162.80,Acrylic Glass,3.3E+9,1200,0.40,FNF,3,917.76,1257.5
13.00,16.00,8.50,72,162.80,Acrylic Glass,3.3E+9,1200,0.40,FNF,4,1237.5,1312.5
13.00,16.00,8.50,72,162.80,Acrylic Glass,3.3E+9,1200,0.40,FNF,5,1277.7,1500.6
13.00,16.00,8.50,72,162.80,Acrylic Glass,3.3E+9,1200,0.40,FNF,6,1280.4,1631.2
13.00,16.00,8.50,72,162.80,Acrylic Glass,3.3E+9,1200,0.40,FNF,7,1378.1,1801.4
13.00,16.00,8.50,72,162.80,Acrylic Glass,3.3E+9,1200,0.40,FNF,8,1413.6,1839.9
13.00,16.00,8.50,72,162.80,Acrylic Glass,3.3E+9,1200,0.40,FNF,9,1595.7,1924.1
13.00,16.00,8.50,72,162.80,Acrylic Glass,3.3E+9,1200,0.40,FNF,10,1706.8,2001.6
13.00,16.00,8.50,72,162.80,Acrylic Glass,3.3E+9,1200,0.40,NNF,1,132.22,199.56
13.00,16.00,8.50,72,162.80,Acrylic Glass,3.3E+9,1200,0.40,NNF,2,150.77,201.98
13.00,16.00,8.50,72,162.80,Acrylic Glass,3.3E+9,1200,0.40,NNF,3,296.21,222.08
13.00,16.00,8.50,72,162.80,Acrylic Glass,3.3E+9,1200,0.40,NNF,4,414.41,717.26
13.00,16.00,8.50,72,162.80,Acrylic Glass,3.3E+9,1200,0.40,NNF,5,630.63,772.97
13.00,16.00,8.50,72,162.80,Acrylic Glass,3.3E+9,1200,0.40,NNF,6,658.27,898.14
13.00,16.00,8.50,72,162.80,Acrylic Glass,3.3E+9,1200,0.40,NNF,7,680.32,999.84
13.00,16.00,8.50,72,162.80,Acrylic Glass,3.3E+9,1200,0.40,NNF,8,745.16,1013.5
13.00,16.00,8.50,72,162.80,Acrylic Glass,3.3E+9,1200,0.40,NNF,9,792.82,1107.4
13.00,16.00,8.50,72,162.80,Acrylic Glass,3.3E+9,1200,0.40,NNF,10,869.27,1221.0
13.00,16.00,8.50,72,162.80,Acrylic Glass,3.3E+9,1200,0.40,NNN,1,136.44,193.33
13.00,16.00,8.50,72,162.80,Acrylic Glass,3.3E+9,1200,0.40,NNN,2,298.36,455.70
13.00,16.00,8.50,72,162.80,Acrylic Glass,3.3E+9,1200,0.40,NNN,3,484.14,503.16
13.00,16.00,8.50,72,162.80,Acrylic Glass,3.3E+9,1200,0.40,NNN,4,498.22,539.01
13.00,16.00,8.50,72,162.80,Acrylic Glass,3.3E+9,1200,0.40,NNN,5,547.01,778.14
13.00,16.00,8.50,72,162.80,Acrylic Glass,3.3E+9,1200,0.40,NNN,6,555.55,798.58
13.00,16.00,8.50,72,162.80,Acrylic Glass,3.3E+9,1200,0.40,NNN,7,661.68,888.46
13.00,16.00,8.50,72,162.80,Acrylic Glass,3.3E+9,1200,0.40,NNN,8,736.59,957.09
13.00,16.00,8.50,72,162.80,Acrylic Glass,3.3E+9,1200,0.40,NNN,9,851.88,977.45
13.00,16.00,8.50,72,162.80,Acrylic Glass,3.3E+9,1200,0.40,NNN,10,894.78,1155.8
13.00,16.00,8.50,72,162.80,CoCrMo,2.4E+11,8900,0.31,FNF,1,2142.1,1730.8
13.00,16.00,8.50,72,162.80,CoCrMo,2.4E+11,8900,0.31,FNF,2,2872.2,3824.1
13.00,16.00,8.50,72,162.80,CoCrMo,2.4E+11,8900,0.31,FNF,3,2888.6,3911.6
13.00,16.00,8.50,72,162.80,CoCrMo,2.4E+11,8900,0.31,FNF,4,3755.5,4124.5
13.00,16.00,8.50,72,162.80,CoCrMo,2.4E+11,8900,0.31,FNF,5,3874.7,4553.8
13.00,16.00,8.50,72,162.80,CoCrMo,2.4E+11,8900,0.31,FNF,6,4014.6,5116.0
13.00,16.00,8.50,72,162.80,CoCrMo,2.4E+11,8900,0.31,FNF,7,4184.4,5451.3
13.00,16.00,8.50,72,162.80,CoCrMo,2.4E+11,8900,0.31,FNF,8,4285.2,5778.1
13.00,16.00,8.50,72,162.80,CoCrMo,2.4E+11,8900,0.31,FNF,9,4844.2,5816.1
13.00,16.00,8.50,72,162.80,CoCrMo,2.4E+11,8900,0.31,FNF,10,5173.3,6052.9
13.00,16.00,8.50,72,162.80,CoCrMo,2.4E+11,8900,0.31,NNF,1,413.90,625.17
13.00,16.00,8.50,72,162.80,CoCrMo,2.4E+11,8900,0.31,NNF,2,475.49,634.72
13.00,16.00,8.50,72,162.80,CoCrMo,2.4E+11,8900,0.31,NNF,3,900.07,675.47
13.00,16.00,8.50,72,162.80,CoCrMo,2.4E+11,8900,0.31,NNF,4,1302.5,2179.7
13.00,16.00,8.50,72,162.80,CoCrMo,2.4E+11,8900,0.31,NNF,5,1909.0,2423.4
13.00,16.00,8.50,72,162.80,CoCrMo,2.4E+11,8900,0.31,NNF,6,1993.7,2714.5
13.00,16.00,8.50,72,162.80,CoCrMo,2.4E+11,8900,0.31,NNF,7,2143.2,3023.3
13.00,16.00,8.50,72,162.80,CoCrMo,2.4E+11,8900,0.31,NNF,8,2344.7,3181.6
13.00,16.00,8.50,72,162.80,CoCrMo,2.4E+11,8900,0.31,NNF,9,2405.2,3351.6
13.00,16.00,8.50,72,162.80,CoCrMo,2.4E+11,8900,0.31,NNF,10,2639.8,3818.7
13.00,16.00,8.50,72,162.80,CoCrMo,2.4E+11,8900,0.31,NNN,1,433.63,613.55
13.00,16.00,8.50,72,162.80,CoCrMo,2.4E+11,8900,0.31,NNN,2,935.81,1386.8
13.00,16.00,8.50,72,162.80,CoCrMo,2.4E+11,8900,0.31,NNN,3,1517.0,1579.8
13.00,16.00,8.50,72,162.80,CoCrMo,2.4E+11,8900,0.31,NNN,4,1524.3,1641.5
13.00,16.00,8.50,72,162.80,CoCrMo,2.4E+11,8900,0.31,NNN,5,1689.3,2432.6
13.00,16.00,8.50,72,162.80,CoCrMo,2.4E+11,8900,0.31,NNN,6,1724.8,2441.2
13.00,16.00,8.50,72,162.80,CoCrMo,2.4E+11,8900,0.31,NNN,7,2081.0,2702.2
13.00,16.00,8.50,72,162.80,CoCrMo,2.4E+11,8900,0.31,NNN,8,2243.4,2916.9
13.00,16.00,8.50,72,162.80,CoCrMo,2.4E+11,8900,0.31,NNN,9,2578.5,3067.4
13.00,16.00,8.50,72,162.80,CoCrMo,2.4E+11,8900,0.31,NNN,10,2725.1,3621.3
6.92,20,6.92,39.60,197.00,Steel,"2,05E+11",7850,0.28,FNF,1,3357.2,3362.5
6.92,20,6.92,39.60,197.00,Steel,"2,05E+11",7850,0.28,FNF,2,3693.8,6260.9
6.92,20,6.92,39.60,197.00,Steel,"2,05E+11",7850,0.28,FNF,3,3878.8,6372.5
6.92,20,6.92,39.60,197.00,Steel,"2,05E+11",7850,0.28,FNF,4,4054.4,6929.2
6.92,20,6.92,39.60,197.00,Steel,"2,05E+11",7850,0.28,FNF,5,4204.9,7136.1
6.92,20,6.92,39.60,197.00,Steel,"2,05E+11",7850,0.28,FNF,6,4305.6,7396.1
6.92,20,6.92,39.60,197.00,Steel,"2,05E+11",7850,0.28,FNF,7,4527.6,7432.3
6.92,20,6.92,39.60,197.00,Steel,"2,05E+11",7850,0.28,FNF,8,4697.8,7658.5
6.92,20,6.92,39.60,197.00,Steel,"2,05E+11",7850,0.28,FNF,9,5091.3,7797.8
6.92,20,6.92,39.60,197.00,Steel,"2,05E+11",7850,0.28,FNF,10,5507.0,7980.5
6.92,20,6.92,39.60,197.00,Steel,"2,05E+11",7850,0.28,NNF,1,511.04,991.11
6.92,20,6.92,39.60,197.00,Steel,"2,05E+11",7850,0.28,NNF,2,657.67,1067.0
6.92,20,6.92,39.60,197.00,Steel,"2,05E+11",7850,0.28,NNF,3,1389.0,1250.1
6.92,20,6.92,39.60,197.00,Steel,"2,05E+11",7850,0.28,NNF,4,1406.5,2342.1
6.92,20,6.92,39.60,197.00,Steel,"2,05E+11",7850,0.28,NNF,5,1972.5,3812.7
6.92,20,6.92,39.60,197.00,Steel,"2,05E+11",7850,0.28,NNF,6,2030.1,3835.0
6.92,20,6.92,39.60,197.00,Steel,"2,05E+11",7850,0.28,NNF,7,2191.8,4134.8
6.92,20,6.92,39.60,197.00,Steel,"2,05E+11",7850,0.28,NNF,8,2331.4,4203.2
6.92,20,6.92,39.60,197.00,Steel,"2,05E+11",7850,0.28,NNF,9,2697.6,4495.6
6.92,20,6.92,39.60,197.00,Steel,"2,05E+11",7850,0.28,NNF,10,2703.7,4601.0
6.92,20,6.92,39.60,197.00,Steel,"2,05E+11",7850,0.28,NNN,1,592.20,799.70
6.92,20,6.92,39.60,197.00,Steel,"2,05E+11",7850,0.28,NNN,2,963.53,1185.2
6.92,20,6.92,39.60,197.00,Steel,"2,05E+11",7850,0.28,NNN,3,1078.0,1632.0
6.92,20,6.92,39.60,197.00,Steel,"2,05E+11",7850,0.28,NNN,4,1500.9,1633.8
6.92,20,6.92,39.60,197.00,Steel,"2,05E+11",7850,0.28,NNN,5,1578.4,2192.0
6.92,20,6.92,39.60,197.00,Steel,"2,05E+11",7850,0.28,NNN,6,2034.6,2315.5
6.92,20,6.92,39.60,197.00,Steel,"2,05E+11",7850,0.28,NNN,7,2244.5,2518.9
6.92,20,6.92,39.60,197.00,Steel,"2,05E+11",7850,0.28,NNN,8,2319.1,2901.2
6.92,20,6.92,39.60,197.00,Steel,"2,05E+11",7850,0.28,NNN,9,2469.1,3299.2
6.92,20,6.92,39.60,197.00,Steel,"2,05E+11",7850,0.28,NNN,10,2471.7,3557.5
6.92,20,6.92,39.60,197.00,Aluminum,"7,00E+10",2700,0.33,FNF,1,3381.5,3392.8
6.92,20,6.92,39.60,197.00,Aluminum,"7,00E+10",2700,0.33,FNF,2,3674.2,6231.4
6.92,20,6.92,39.60,197.00,Aluminum,"7,00E+10",2700,0.33,FNF,3,3855.1,6343.5
6.92,20,6.92,39.60,197.00,Aluminum,"7,00E+10",2700,0.33,FNF,4,4096.2,6899.3
6.92,20,6.92,39.60,197.00,Aluminum,"7,00E+10",2700,0.33,FNF,5,4246.5,7102.4
6.92,20,6.92,39.60,197.00,Aluminum,"7,00E+10",2700,0.33,FNF,6,4348.2,7468.5
6.92,20,6.92,39.60,197.00,Aluminum,"7,00E+10",2700,0.33,FNF,7,4498.7,7507.6
6.92,20,6.92,39.60,197.00,Aluminum,"7,00E+10",2700,0.33,FNF,8,4745.2,7735.3
6.92,20,6.92,39.60,197.00,Aluminum,"7,00E+10",2700,0.33,FNF,9,5144.0,7879.2
6.92,20,6.92,39.60,197.00,Aluminum,"7,00E+10",2700,0.33,FNF,10,5564.2,8066.4
6.92,20,6.92,39.60,197.00,Aluminum,"7,00E+10",2700,0.33,NNF,1,509.25,990.41
6.92,20,6.92,39.60,197.00,Aluminum,"7,00E+10",2700,0.33,NNF,2,652.38,1063.3
6.92,20,6.92,39.60,197.00,Aluminum,"7,00E+10",2700,0.33,NNF,3,1378.4,1260.8
6.92,20,6.92,39.60,197.00,Aluminum,"7,00E+10",2700,0.33,NNF,4,1416.7,2332.0
6.92,20,6.92,39.60,197.00,Aluminum,"7,00E+10",2700,0.33,NNF,5,1994.0,3853.1
6.92,20,6.92,39.60,197.00,Aluminum,"7,00E+10",2700,0.33,NNF,6,2051.7,3876.2
6.92,20,6.92,39.60,197.00,Aluminum,"7,00E+10",2700,0.33,NNF,7,2212.6,4178.6
6.92,20,6.92,39.60,197.00,Aluminum,"7,00E+10",2700,0.33,NNF,8,2351.2,4243.6
6.92,20,6.92,39.60,197.00,Aluminum,"7,00E+10",2700,0.33,NNF,9,2718.3,4540.5
6.92,20,6.92,39.60,197.00,Aluminum,"7,00E+10",2700,0.33,NNF,10,2724.2,4583.3
6.92,20,6.92,39.60,197.00,Aluminum,"7,00E+10",2700,0.33,NNN,1,583.70,789.42
6.92,20,6.92,39.60,197.00,Aluminum,"7,00E+10",2700,0.33,NNN,2,959.58,1194.3
6.92,20,6.92,39.60,197.00,Aluminum,"7,00E+10",2700,0.33,NNN,3,1084.3,1628.4
6.92,20,6.92,39.60,197.00,Aluminum,"7,00E+10",2700,0.33,NNN,4,1510.2,1645.2
6.92,20,6.92,39.60,197.00,Aluminum,"7,00E+10",2700,0.33,NNN,5,1562.3,2208.9
6.92,20,6.92,39.60,197.00,Aluminum,"7,00E+10",2700,0.33,NNN,6,2047.6,2334.6
6.92,20,6.92,39.60,197.00,Aluminum,"7,00E+10",2700,0.33,NNN,7,2259.1,2500.8
6.92,20,6.92,39.60,197.00,Aluminum,"7,00E+10",2700,0.33,NNN,8,2305.4,2923.8
6.92,20,6.92,39.60,197.00,Aluminum,"7,00E+10",2700,0.33,NNN,9,2487.6,3324.6
6.92,20,6.92,39.60,197.00,Aluminum,"7,00E+10",2700,0.33,NNN,10,2490.3,3584.6
6.92,20,6.92,39.60,197.00,Sillicon,"1,70E+11",2329,0.28,FNF,1,5612.8,5621.5
6.92,20,6.92,39.60,197.00,Sillicon,"1,70E+11",2329,0.28,FNF,2,6175.5,10467
6.92,20,6.92,39.60,197.00,Sillicon,"1,70E+11",2329,0.28,FNF,3,6484.7,10654
6.92,20,6.92,39.60,197.00,Sillicon,"1,70E+11",2329,0.28,FNF,4,6778.3,11585
6.92,20,6.92,39.60,197.00,Sillicon,"1,70E+11",2329,0.28,FNF,5,7029.9,11931
6.92,20,6.92,39.60,197.00,Sillicon,"1,70E+11",2329,0.28,FNF,6,7198.4,12365
6.92,20,6.92,39.60,197.00,Sillicon,"1,70E+11",2329,0.28,FNF,7,7569.4,12426
6.92,20,6.92,39.60,197.00,Sillicon,"1,70E+11",2329,0.28,FNF,8,7854.0,12804
6.92,20,6.92,39.60,197.00,Sillicon,"1,70E+11",2329,0.28,FNF,9,8512.0,13037
6.92,20,6.92,39.60,197.00,Sillicon,"1,70E+11",2329,0.28,FNF,10,9206.8,13342
6.92,20,6.92,39.60,197.00,Sillicon,"1,70E+11",2329,0.28,NNF,1,854.38,1657.0
6.92,20,6.92,39.60,197.00,Sillicon,"1,70E+11",2329,0.28,NNF,2,1099.5,1783.9
6.92,20,6.92,39.60,197.00,Sillicon,"1,70E+11",2329,0.28,NNF,3,2322.2,2089.9
6.92,20,6.92,39.60,197.00,Sillicon,"1,70E+11",2329,0.28,NNF,4,2351.5,3915.6
6.92,20,6.92,39.60,197.00,Sillicon,"1,70E+11",2329,0.28,NNF,5,3297.8,6374.2
6.92,20,6.92,39.60,197.00,Sillicon,"1,70E+11",2329,0.28,NNF,6,3394.1,6411.6
6.92,20,6.92,39.60,197.00,Sillicon,"1,70E+11",2329,0.28,NNF,7,3664.3,6912.8
6.92,20,6.92,39.60,197.00,Sillicon,"1,70E+11",2329,0.28,NNF,8,3897.8,7027.2
6.92,20,6.92,39.60,197.00,Sillicon,"1,70E+11",2329,0.28,NNF,9,4509.9,7516.0
6.92,20,6.92,39.60,197.00,Sillicon,"1,70E+11",2329,0.28,NNF,10,4520.2,7692.1
6.92,20,6.92,39.60,197.00,Sillicon,"1,70E+11",2329,0.28,NNN,1,990.07,1337.0
6.92,20,6.92,39.60,197.00,Sillicon,"1,70E+11",2329,0.28,NNN,2,1610.9,1981.4
6.92,20,6.92,39.60,197.00,Sillicon,"1,70E+11",2329,0.28,NNN,3,1802.3,2728.5
6.92,20,6.92,39.60,197.00,Sillicon,"1,70E+11",2329,0.28,NNN,4,2509.2,2731.5
6.92,20,6.92,39.60,197.00,Sillicon,"1,70E+11",2329,0.28,NNN,5,2638.9,3664.7
6.92,20,6.92,39.60,197.00,Sillicon,"1,70E+11",2329,0.28,NNN,6,3401.5,3871.2
6.92,20,6.92,39.60,197.00,Sillicon,"1,70E+11",2329,0.28,NNN,7,3752.4,4211.3
6.92,20,6.92,39.60,197.00,Sillicon,"1,70E+11",2329,0.28,NNN,8,3877.2,4850.4
6.92,20,6.92,39.60,197.00,Sillicon,"1,70E+11",2329,0.28,NNN,9,4127.9,5515.7
6.92,20,6.92,39.60,197.00,Sillicon,"1,70E+11",2329,0.28,NNN,10,4132.4,5947.6
6.92,20,6.92,39.60,197.00,Nitinol,8.3E+10,6450,0.33,FNF,1,2382.4,2390.3
6.92,20,6.92,39.60,197.00,Nitinol,8.3E+10,6450,0.33,FNF,2,2588.6,4390.1
6.92,20,6.92,39.60,197.00,Nitinol,8.3E+10,6450,0.33,FNF,3,2716.0,4469.1
6.92,20,6.92,39.60,197.00,Nitinol,8.3E+10,6450,0.33,FNF,4,2885.8,4860.7
6.92,20,6.92,39.60,197.00,Nitinol,8.3E+10,6450,0.33,FNF,5,2991.8,5003.8
6.92,20,6.92,39.60,197.00,Nitinol,8.3E+10,6450,0.33,FNF,6,3063.4,5261.7
6.92,20,6.92,39.60,197.00,Nitinol,8.3E+10,6450,0.33,FNF,7,3169.4,5289.2
6.92,20,6.92,39.60,197.00,Nitinol,8.3E+10,6450,0.33,FNF,8,3343.1,5449.7
6.92,20,6.92,39.60,197.00,Nitinol,8.3E+10,6450,0.33,FNF,9,3624.0,5551.1
6.92,20,6.92,39.60,197.00,Nitinol,8.3E+10,6450,0.33,FNF,10,3920.1,5682.9
6.92,20,6.92,39.60,197.00,Nitinol,8.3E+10,6450,0.33,NNF,1,358.77,697.76
6.92,20,6.92,39.60,197.00,Nitinol,8.3E+10,6450,0.33,NNF,2,459.61,749.13
6.92,20,6.92,39.60,197.00,Nitinol,8.3E+10,6450,0.33,NNF,3,971.10,888.23
6.92,20,6.92,39.60,197.00,Nitinol,8.3E+10,6450,0.33,NNF,4,998.06,1642.9
6.92,20,6.92,39.60,197.00,Nitinol,8.3E+10,6450,0.33,NNF,5,1404.8,2714.6
6.92,20,6.92,39.60,197.00,Nitinol,8.3E+10,6450,0.33,NNF,6,1445.5,2730.9
6.92,20,6.92,39.60,197.00,Nitinol,8.3E+10,6450,0.33,NNF,7,1558.8,2943.9
6.92,20,6.92,39.60,197.00,Nitinol,8.3E+10,6450,0.33,NNF,8,1656.4,2989.7
6.92,20,6.92,39.60,197.00,Nitinol,8.3E+10,6450,0.33,NNF,9,1915.1,3198.8
6.92,20,6.92,39.60,197.00,Nitinol,8.3E+10,6450,0.33,NNF,10,1919.2,3229.0
6.92,20,6.92,39.60,197.00,Nitinol,8.3E+10,6450,0.33,NNN,1,411.23,556.16
6.92,20,6.92,39.60,197.00,Nitinol,8.3E+10,6450,0.33,NNN,2,676.04,841.38
6.92,20,6.92,39.60,197.00,Nitinol,8.3E+10,6450,0.33,NNN,3,763.94,1147.2
6.92,20,6.92,39.60,197.00,Nitinol,8.3E+10,6450,0.33,NNN,4,1064.0,1159.1
6.92,20,6.92,39.60,197.00,Nitinol,8.3E+10,6450,0.33,NNN,5,1100.7,1556.2
6.92,20,6.92,39.60,197.00,Nitinol,8.3E+10,6450,0.33,NNN,6,1442.5,1644.8
6.92,20,6.92,39.60,197.00,Nitinol,8.3E+10,6450,0.33,NNN,7,1591.6,1761.8
6.92,20,6.92,39.60,197.00,Nitinol,8.3E+10,6450,0.33,NNN,8,1624.2,2059.9
6.92,20,6.92,39.60,197.00,Nitinol,8.3E+10,6450,0.33,NNN,9,1752.5,2342.2
6.92,20,6.92,39.60,197.00,Nitinol,8.3E+10,6450,0.33,NNN,10,1754.5,2525.4
6.92,20,6.92,39.60,197.00,Polyethylene,1.5E+9,970,0.47,FNF,1,868.71,881.29
6.92,20,6.92,39.60,197.00,Polyethylene,1.5E+9,970,0.47,FNF,2,904.74,1554.3
6.92,20,6.92,39.60,197.00,Polyethylene,1.5E+9,970,0.47,FNF,3,948.08,1581.7
6.92,20,6.92,39.60,197.00,Polyethylene,1.5E+9,970,0.47,FNF,4,1075.8,1713.2
6.92,20,6.92,39.60,197.00,Polyethylene,1.5E+9,970,0.47,FNF,5,1102.3,1761.8
6.92,20,6.92,39.60,197.00,Polyethylene,1.5E+9,970,0.47,FNF,6,1111.5,1949.8
